source_file,output_file,action,bucket,article_source_before,article_source_after,account_before,account_after,details,target_file
base_produits_boucherie_v1.json,base_produits_boucherie_clean_v2.json,rebuild_keywords,items,Délice de poulet Halal Nature forme poulet,Délice de poulet Halal Nature forme poulet,601,601,"['delice', 'poulet', 'halal', 'nature', 'forme', 'poulet'] -> ['delice', 'poulet', 'halal', 'nature', 'forme']",
base_produits_boucherie_v1.json,base_produits_boucherie_clean_v2.json,rebuild_keywords,items,Délice de poulet olives Halal en forme de poulet,Délice de poulet olives Halal en forme de poulet,601,601,"['delice', 'poulet', 'olives', 'halal', 'forme', 'poulet'] -> ['delice', 'poulet', 'olives', 'halal', 'forme']",
base_produits_boucherie_v1.json,base_produits_boucherie_clean_v2.json,rebuild_keywords,items,FRESSURE A LA PIECE,FRESSURE A LA PIECE,6011,6011,"['fressure', 'piece'] -> ['fressure']",
base_produits_boucherie_v1.json,base_produits_boucherie_clean_v2.json,rebuild_keywords,items,FRESSURE AGNEAU PIECE,FRESSURE AGNEAU PIECE,6011,6011,"['fressure', 'agneau', 'piece'] -> ['fressure', 'agneau']",
base_produits_boucherie_v1.json,base_produits_boucherie_clean_v2.json,rebuild_keywords,items,SOURIS AGNEAU CARTON SOUS VIDE AGNEAU,SOURIS AGNEAU CARTON SOUS VIDE AGNEAU,6011,6011,"['souris', 'agneau', 'carton', 'sous', 'vide', 'agneau'] -> ['souris', 'agneau', 'carton', 'sous', 'vide']",
base_produits_boucherie_v1.json,base_produits_boucherie_clean_v2.json,rebuild_keywords,items,CARRE AGNEAU MOINS DE 12 MOIS,CARRE AGNEAU MOINS DE 12 MOIS,6011,6011,"['carre', 'agneau', 'moins', '12', 'mois'] -> ['carre', 'agneau', 'moins', 'mois']",
base_produits_boucherie_v1.json,base_produits_boucherie_clean_v2.json,rebuild_keywords,items,COLLIER AGNEAU MOINS DE 12 MOIS,COLLIER AGNEAU MOINS DE 12 MOIS,6011,6011,"['collier', 'agneau', 'moins', '12', 'mois'] -> ['collier', 'agneau', 'moins', 'mois']",
base_produits_boucherie_v1.json,base_produits_boucherie_clean_v2.json,rebuild_keywords,items,BOEUF CUISSE FLANCH BLANC BLEU BELGE VIANDE HALLAL,BOEUF CUISSE FLANCH BLANC BLEU BELGE VIANDE HALLAL,6011,6011,"['boeuf', 'cuisse', 'flanch', 'blanc', 'bleu', 'belge'] -> ['boeuf', 'cuisse', 'flanch', 'blanc', 'bleu', 'belge', 'viande', 'hallal']",
base_produits_boucherie_v1.json,base_produits_boucherie_clean_v2.json,rebuild_keywords,items,CERVELLE VEAU UE (V),CERVELLE VEAU UE (V),6011,6011,"['cervelle', 'veau', 'ue', 'v'] -> ['cervelle', 'veau', 'ue']",
base_produits_boucherie_v1.json,base_produits_boucherie_clean_v2.json,rebuild_keywords,items,BAVETTE ALOYAU BLANC BLEU BELGE VIANDE HALLAL,BAVETTE ALOYAU BLANC BLEU BELGE VIANDE HALLAL,6011,6011,"['bavette', 'aloyau', 'blanc', 'bleu', 'belge', 'viande'] -> ['bavette', 'aloyau', 'blanc', 'bleu', 'belge', 'viande', 'hallal']",
base_produits_boucherie_v1.json,base_produits_boucherie_clean_v2.json,rebuild_keywords,items,FILET DE POULET HALAL UE origine : UE,FILET DE POULET HALAL UE origine : UE,6011,6011,"['filet', 'poulet', 'halal', 'ue', 'origine', 'ue'] -> ['filet', 'poulet', 'halal', 'ue', 'origine']",
base_produits_boucherie_v1.json,base_produits_boucherie_clean_v2.json,rebuild_keywords,items,AILE DE POULET HALAL UE origine : UE,AILE DE POULET HALAL UE origine : UE,6011,6011,"['aile', 'poulet', 'halal', 'ue', 'origine', 'ue'] -> ['aile', 'poulet', 'halal', 'ue', 'origine']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,CANADIENNE D'OEUFS X180,CANADIENNE D'OEUFS X180,601,601,"['canadienne', 'd', 'oeufs', 'x180'] -> ['canadienne', 'oeufs', 'x180']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,HUILE D'OLIVE EL HORA,HUILE D'OLIVE EL HORA,6061,6061,"['huile', 'd', 'olive', 'el', 'hora'] -> ['huile', 'olive', 'el', 'hora']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,Huile d'olive TASSOURT 1L,Huile d'olive TASSOURT 1L,6061,6061,"['huile', 'd', 'olive', 'tassourt', '1l'] -> ['huile', 'olive', 'tassourt', '1l']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,LAIT FERMENTE CHERGUI 10 X 1L,LAIT FERMENTE CHERGUI 10 X 1L,607,607,"['lait', 'fermente', 'chergui', '10', '1l'] -> ['lait', 'fermente', 'chergui', '1l']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,OEUFS MOYENS BLANCS 10 30,OEUFS MOYENS BLANCS 10 30,607,607,"['oeufs', 'moyens', 'blancs', '10', '30'] -> ['oeufs', 'moyens', 'blancs']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,SAF LEVURE 72,SAF LEVURE 72,6061,6061,"['saf', 'levure', '72'] -> ['saf', 'levure']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,Semoule d'orge Fine Trad 1kg,Semoule d'orge Fine Trad 1kg,6061,6061,"['semoule', 'd', 'orge', 'fine', 'trad', '1kg'] -> ['semoule', 'orge', 'fine', 'trad', '1kg']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,Semoule d'orge Grosse Trad 1kg,Semoule d'orge Grosse Trad 1kg,6061,6061,"['semoule', 'd', 'orge', 'grosse', 'trad', '1kg'] -> ['semoule', 'orge', 'grosse', 'trad', '1kg']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,CRISTALINE 50CL P/24,CRISTALINE 50CL P/24,6068,6068,"['cristaline', '50cl', 'p', '24'] -> ['cristaline', '50cl']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,OEUF COQUILLE TEINTE GROS 63/73 CT 360,OEUF COQUILLE TEINTE GROS 63/73 CT 360,6011,6011,"['oeuf', 'coquille', 'teinte', 'gros', '63', '73'] -> ['oeuf', 'coquille', 'teinte', 'gros', 'ct']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,FARINE LABEL ROUGE L EMOTION 100 % IDF SAC 25 KG,FARINE LABEL ROUGE L EMOTION 100 % IDF SAC 25 KG,6011,6011,"['farine', 'label', 'rouge', 'l', 'emotion', '100'] -> ['farine', 'label', 'rouge', 'emotion', 'idf', 'sac']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,LAIT UHT 1/2 ECREME BRIQ PACK 12X1L,LAIT UHT 1/2 ECREME BRIQ PACK 12X1L,6011,6011,"['lait', 'uht', '1', '2', 'ecreme', 'briq'] -> ['lait', 'uht', 'ecreme', 'briq', 'pack', '12x1l']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,CHEVRE BUCHETTE 180G LA PIECE,CHEVRE BUCHETTE 180G LA PIECE,601,601,"['chevre', 'buchette', '180g', 'piece'] -> ['chevre', 'buchette', '180g']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,FROMAGE BLANC 2.8%MG SEAU 5KG,FROMAGE BLANC 2.8%MG SEAU 5KG,6011,6011,"['fromage', 'blanc', '2', '8', 'mg', 'seau'] -> ['fromage', 'blanc', 'seau', '5kg']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,SAL ICEBERG MC PC DEMIPALX28 C1 ESESPAGNE,SAL ICEBERG MC PC DEMIPALX28 C1 ESESPAGNE,601,601,"['sal', 'iceberg', 'mc', 'pc', 'demipalx28', 'c1'] -> ['sal', 'iceberg', 'mc', 'demipalx28', 'c1', 'esespagne']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,BEURRE DOUX 82% BLOC 25KG,BEURRE DOUX 82% BLOC 25KG,6011,6011,"['beurre', 'doux', '82', 'bloc', '25kg'] -> ['beurre', 'doux', 'bloc', '25kg']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,CREME UHT 35% 1L MC BK AP,CREME UHT 35% 1L MC BK AP,601,601,"['creme', 'uht', '35', '1l', 'mc', 'bk'] -> ['creme', 'uht', '1l', 'mc', 'bk', 'ap']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,SEL FIN DE 25 KG,SEL FIN DE 25 KG,6011,6011,"['sel', 'fin', '25'] -> ['sel', 'fin']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,BEURRE SEC G.TOUR 2KG FLECH,BEURRE SEC G.TOUR 2KG FLECH,6011,6011,"['beurre', 'sec', 'g', 'tour', '2kg', 'flech'] -> ['beurre', 'sec', 'tour', '2kg', 'flech']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,LEVURE LEVAMAX ECOPACK (30x500G) 15 KG,LEVURE LEVAMAX ECOPACK (30x500G) 15 KG,601,601,"['levure', 'levamax', 'ecopack', '30x500g', '15'] -> ['levure', 'levamax', 'ecopack', '30x500g']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,JAVEL EXTRAIT 2.6% BIDON 5L,JAVEL EXTRAIT 2.6% BIDON 5L,6063,6063,"['javel', 'extrait', '2', '6', 'bidon', '5l'] -> ['javel', 'extrait', 'bidon', '5l']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,EMMENTAL RAPE EXTRA FIN 1 KG UE,EMMENTAL RAPE EXTRA FIN 1 KG UE,601,601,"['emmental', 'rape', 'extra', 'fin', '1', 'ue'] -> ['emmental', 'rape', 'extra', 'fin', 'ue']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,OEUF BLANC LIQ.1KG SERVIS OEUF-OR.FRANCE,OEUF BLANC LIQ.1KG SERVIS OEUF-OR.FRANCE,601,601,"['oeuf', 'blanc', 'liq', '1kg', 'servis', 'oeuf'] -> ['oeuf', 'blanc', 'liq', '1kg', 'servis', 'or', 'france']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,"PATE A TARTINER 2,5KG MC","PATE A TARTINER 2,5KG MC",6011,6011,"['pate', 'tartiner', '2', '5kg', 'mc'] -> ['pate', 'tartiner', '5kg', 'mc']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,"LEVURE 500G*5 HIRONDELLE 2,5KG","LEVURE 500G*5 HIRONDELLE 2,5KG",6011,6011,"['levure', '500g', '5', 'hirondelle', '2', '5kg'] -> ['levure', '500g', 'hirondelle', '5kg']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,LAIT 1/2 ECREME FRANCAIS P/6 UHT,LAIT 1/2 ECREME FRANCAIS P/6 UHT,601,601,"['lait', '1', '2', 'ecreme', 'francais', 'p'] -> ['lait', 'ecreme', 'francais', 'uht']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,CREME MASCARPONE 40%MG POT 500G,CREME MASCARPONE 40%MG POT 500G,6011,6011,"['creme', 'mascarpone', '40', 'mg', 'pot', '500g'] -> ['creme', 'mascarpone', 'pot', '500g']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,LAIT UHT 1/2ECR 1L PPX BK (D,LAIT UHT 1/2ECR 1L PPX BK (D,601,601,"['lait', 'uht', '1', '2ecr', '1l', 'ppx'] -> ['lait', 'uht', '2ecr', '1l', 'ppx', 'bk']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,"CREME FRAICHE 15%,DELISSE,202G","CREME FRAICHE 15%,DELISSE,202G",601,601,"['creme', 'fraiche', '15', 'delisse', '202g'] -> ['creme', 'fraiche', 'delisse', '202g']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,OEUF 360 M PPX,OEUF 360 M PPX,601,601,"['oeuf', '360', 'm', 'ppx'] -> ['oeuf', 'ppx']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,CHOCOLAT BLANC 30% DGF CT 10KG,CHOCOLAT BLANC 30% DGF CT 10KG,601,601,"['chocolat', 'blanc', '30', 'dgf', 'ct', '10kg'] -> ['chocolat', 'blanc', 'dgf', 'ct', '10kg']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,OEUF 360 G PPX,OEUF 360 G PPX,601,601,"['oeuf', '360', 'g', 'ppx'] -> ['oeuf', 'ppx']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,LAIT UHT 1/2ECR 1L PPX BK,LAIT UHT 1/2ECR 1L PPX BK,601,601,"['lait', 'uht', '1', '2ecr', '1l', 'ppx'] -> ['lait', 'uht', '2ecr', '1l', 'ppx', 'bk']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,MINI CROISSANT 25G P/200 DELIFR 74953,MINI CROISSANT 25G P/200 DELIFR 74953,6011,6011,"['mini', 'croissant', '25g', 'p', '200', 'delifr'] -> ['mini', 'croissant', '25g', 'delifr', '74953']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,SAUMON FUME TRANCHE S/PEAU,SAUMON FUME TRANCHE S/PEAU,601,601,"['saumon', 'fume', 'tranche', 's', 'peau'] -> ['saumon', 'fume', 'tranche', 'peau']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,"CREME FRAICHE 15% 500G,DELISSE","CREME FRAICHE 15% 500G,DELISSE",601,601,"['creme', 'fraiche', '15', '500g', 'delisse'] -> ['creme', 'fraiche', '500g', 'delisse']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,CREME 35% (PATISSIERE) UHT 1L,CREME 35% (PATISSIERE) UHT 1L,6011,6011,"['creme', '35', 'patissiere', 'uht', '1l'] -> ['creme', 'patissiere', 'uht', '1l']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,EMMENTAL TRANCHE 15x5 1 KG,EMMENTAL TRANCHE 15x5 1 KG,601,601,"['emmental', 'tranche', '15x5', '1'] -> ['emmental', 'tranche', '15x5']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,MINI PAIN CHOC ARTISAN FAI CRU 200X28G,MINI PAIN CHOC ARTISAN FAI CRU 200X28G,601,601,"['mini', 'pain', 'choc', 'artisan', 'fai', 'cru'] -> ['mini', 'pain', 'choc', 'artisan', 'fai', 'cru', '200x28g']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,CHEVRE BUCHE KG 50% MG,CHEVRE BUCHE KG 50% MG,601,601,"['chevre', 'buche', '50', 'mg'] -> ['chevre', 'buche']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,FONDANT SEAU EN 15 KG,FONDANT SEAU EN 15 KG,6061,6061,"['fondant', 'seau', '15'] -> ['fondant', 'seau']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,NAPPAGE BLOND PRO SEAU 14 KG,NAPPAGE BLOND PRO SEAU 14 KG,601,601,"['nappage', 'blond', 'pro', 'seau', '14'] -> ['nappage', 'blond', 'pro', 'seau']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,"FROMAGE BLC 2,8% 5KG MC","FROMAGE BLC 2,8% 5KG MC",6011,6011,"['fromage', 'blc', '2', '8', '5kg', 'mc'] -> ['fromage', 'blc', '5kg', 'mc']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,MINI PAIN RAIS FAI CRU ARTISAN 200X30G,MINI PAIN RAIS FAI CRU ARTISAN 200X30G,6011,6011,"['mini', 'pain', 'rais', 'fai', 'cru', 'artisan'] -> ['mini', 'pain', 'rais', 'fai', 'cru', 'artisan', '200x30g']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,OEUF COQUILLE TEINTE MOYEN 53/63 CT 360,OEUF COQUILLE TEINTE MOYEN 53/63 CT 360,6061,6061,"['oeuf', 'coquille', 'teinte', 'moyen', '53', '63'] -> ['oeuf', 'coquille', 'teinte', 'moyen', 'ct']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,FARINE GRUAU DELICE TYPE 65 SAC 25 KG,FARINE GRUAU DELICE TYPE 65 SAC 25 KG,6011,6011,"['farine', 'gruau', 'delice', 'type', '65', 'sac'] -> ['farine', 'gruau', 'delice', 'type', 'sac']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,BEURRE CUBE 25 KG FRIESLAND CAMPINA,BEURRE CUBE 25 KG FRIESLAND CAMPINA,601,601,"['beurre', 'cube', '25', 'friesland', 'campina'] -> ['beurre', 'cube', 'friesland', 'campina']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,CHOC LAIT 33% DGF 10KG,CHOC LAIT 33% DGF 10KG,601,601,"['choc', 'lait', '33', 'dgf', '10kg'] -> ['choc', 'lait', 'dgf', '10kg']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,LAIT 1/2 ECREME FRANCAIS X6 UHT,LAIT 1/2 ECREME FRANCAIS X6 UHT,6061,6061,"['lait', '1', '2', 'ecreme', 'francais', 'x6'] -> ['lait', 'ecreme', 'francais', 'x6', 'uht']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,normalize_account,items,OEUF BLANC LIQUIDE 1L SERVIS OEUF,OEUF BLANC LIQUIDE 1L SERVIS OEUF,601100,6011,trim_trailing_zeros,
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,OEUF BLANC LIQUIDE 1L SERVIS OEUF,OEUF BLANC LIQUIDE 1L SERVIS OEUF,6011,6011,"['oeuf', 'blanc', 'liquide', '1l', 'servis', 'oeuf'] -> ['oeuf', 'blanc', 'liquide', '1l', 'servis']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,SACS PAIN 1F H.700MM (X50),SACS PAIN 1F H.700MM (X50),6025,6025,"['sacs', 'pain', '1f', 'h', '700mm', 'x50'] -> ['sacs', 'pain', '1f', '700mm', 'x50']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,CREME FRAICHE EPAISSE 30% 5KG ISIGNY,CREME FRAICHE EPAISSE 30% 5KG ISIGNY,601,601,"['creme', 'fraiche', 'epaisse', '30', '5kg', 'isigny'] -> ['creme', 'fraiche', 'epaisse', '5kg', 'isigny']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,CREME VEGETALE SWEET SUCRE 1L P/12,CREME VEGETALE SWEET SUCRE 1L P/12,601,601,"['creme', 'vegetale', 'sweet', 'sucre', '1l', 'p'] -> ['creme', 'vegetale', 'sweet', 'sucre', '1l']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,SAUMON FUME 600/900G ARO,SAUMON FUME 600/900G ARO,601,601,"['saumon', 'fume', '600', '900g', 'aro'] -> ['saumon', 'fume', '900g', 'aro']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,BEURRE DOUX LACTIQUE 82% BLOC 25KG,BEURRE DOUX LACTIQUE 82% BLOC 25KG,6011,6011,"['beurre', 'doux', 'lactique', '82', 'bloc', '25kg'] -> ['beurre', 'doux', 'lactique', 'bloc', '25kg']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,EMMENTAL 40 TRANCHES,EMMENTAL 40 TRANCHES,6011,6011,"['emmental', '40', 'tranches'] -> ['emmental', 'tranches']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,MARG BOMAR BRIOCHE INCORP PAIN 20X0.5KG,MARG BOMAR BRIOCHE INCORP PAIN 20X0.5KG,6061,6061,"['marg', 'bomar', 'brioche', 'incorp', 'pain', '20x0'] -> ['marg', 'bomar', 'brioche', 'incorp', 'pain', '20x0', '5kg']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,BEIGNET LONG MASCOT NATURE 90G/30 502558,BEIGNET LONG MASCOT NATURE 90G/30 502558,601,601,"['beignet', 'long', 'mascot', 'nature', '90g', '30'] -> ['beignet', 'long', 'mascot', 'nature', '90g', '502558']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,MINI BEIGNET CHOC NOISET.25G /140 520019,MINI BEIGNET CHOC NOISET.25G /140 520019,601,601,"['mini', 'beignet', 'choc', 'noiset', '25g', '140'] -> ['mini', 'beignet', 'choc', 'noiset', '25g', '520019']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,SUCRE GRAIN GROS N°6 10KG C25,SUCRE GRAIN GROS N°6 10KG C25,6061,6061,"['sucre', 'grain', 'gros', 'n', '6', '10kg'] -> ['sucre', 'grain', 'gros', '10kg', 'c25']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,BEURRE 1/2 SEL PAYSAN BRETON,BEURRE 1/2 SEL PAYSAN BRETON,601,601,"['beurre', '1', '2', 'sel', 'paysan', 'breton'] -> ['beurre', 'sel', 'paysan', 'breton']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,BRISURE CREPE PUR BEURRE 2.5KG (pailleté feuilletine),BRISURE CREPE PUR BEURRE 2.5KG (pailleté feuilletine),601,601,"['brisure', 'crepe', 'pur', 'beurre', '2', '5kg'] -> ['brisure', 'crepe', 'pur', 'beurre', '5kg', 'paillete', 'feuilletine']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,CREME 35% LESCURE 1L P/6,CREME 35% LESCURE 1L P/6,601,601,"['creme', '35', 'lescure', '1l', 'p', '6'] -> ['creme', 'lescure', '1l']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,LAIT UHT 1/2 ECREME FR BRIQ PACK 12X1L,LAIT UHT 1/2 ECREME FR BRIQ PACK 12X1L,6011,6011,"['lait', 'uht', '1', '2', 'ecreme', 'fr'] -> ['lait', 'uht', 'ecreme', 'fr', 'briq', 'pack', '12x1l']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,MINI BEIGNET CHOC NOISET FAI SURG 70X25G,MINI BEIGNET CHOC NOISET FAI SURG 70X25G,6011,6011,"['mini', 'beignet', 'choc', 'noiset', 'fai', 'surg'] -> ['mini', 'beignet', 'choc', 'noiset', 'fai', 'surg', '70x25g']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,PATE DE SPECULOS 1.6KG LOTUS,PATE DE SPECULOS 1.6KG LOTUS,601,601,"['pate', 'speculos', '1', '6kg', 'lotus'] -> ['pate', 'speculos', '6kg', 'lotus']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,BEURRE CUBE 25 KG,BEURRE CUBE 25 KG,6011,6011,"['beurre', 'cube', '25'] -> ['beurre', 'cube']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,POUDRE DE LAIT ENTIER INST. 28% X 25KG,POUDRE DE LAIT ENTIER INST. 28% X 25KG,601,601,"['poudre', 'lait', 'entier', 'inst', '28', '25kg'] -> ['poudre', 'lait', 'entier', 'inst', '25kg']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,"RAPE AUX 3 FROMAGES,200G","RAPE AUX 3 FROMAGES,200G",601,601,"['rape', '3', 'fromages', '200g'] -> ['rape', 'fromages', '200g']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,BISCOFF PATE LOTUS POT 1.6KG,BISCOFF PATE LOTUS POT 1.6KG,6011,6011,"['biscoff', 'pate', 'lotus', 'pot', '1', '6kg'] -> ['biscoff', 'pate', 'lotus', 'pot', '6kg']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,CREME UHT CAMPINA 35%MG 12X1L,CREME UHT CAMPINA 35%MG 12X1L,6011,6011,"['creme', 'uht', 'campina', '35', 'mg', '12x1l'] -> ['creme', 'uht', 'campina', '12x1l']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,FROMAGE BLC 20% 5KG MC,FROMAGE BLC 20% 5KG MC,601,601,"['fromage', 'blc', '20', '5kg', 'mc'] -> ['fromage', 'blc', '5kg', 'mc']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,BEURRE CUBE UE 25 KG,BEURRE CUBE UE 25 KG,6011,6011,"['beurre', 'cube', 'ue', '25'] -> ['beurre', 'cube', 'ue']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,SPECULOS BRISURE MOULU 750 gr 64695,SPECULOS BRISURE MOULU 750 gr 64695,601,601,"['speculos', 'brisure', 'moulu', '750', 'gr', '64695'] -> ['speculos', 'brisure', 'moulu', '64695']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,"LAIT FERMENTE ""LUXLAIT "" 8 X 1L","LAIT FERMENTE ""LUXLAIT "" 8 X 1L",6068,6068,"['lait', 'fermente', 'luxlait', '8', '1l'] -> ['lait', 'fermente', 'luxlait', '1l']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,PAIN SUEDOIS ROND 55 GR X 72 UVI1,PAIN SUEDOIS ROND 55 GR X 72 UVI1,6061,6061,"['pain', 'suedois', 'rond', '55', 'gr', '72'] -> ['pain', 'suedois', 'rond', 'uvi1']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,PATE PISTACHE COLOREE MANE 1KG GR,PATE PISTACHE COLOREE MANE 1KG GR,6061,6061,"['pate', 'pistache', 'coloree', 'mane', '1kg', 'gr'] -> ['pate', 'pistache', 'coloree', 'mane', '1kg']",
base_produits_boulangerie_v1.json,base_produits_boulangerie_clean_v2.json,rebuild_keywords,items,250 SAC PAIN VERT 16X10X35,250 SAC PAIN VERT 16X10X35,6063,6063,"['250', 'sac', 'pain', 'vert', '16x10x35'] -> ['sac', 'pain', 'vert', '16x10x35']",
