article_source,sirens,source_invoice_ids_count,source_invoice_ids_sample,compte_comptable
PLANTAIN 22K PLATIMIUM COLOMBIE,904981941,3,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9 | fr_bd_904981941:19bf8fe1-9ffc-40cf-a0e8-82036dd79650 | fr_bd_904981941:41dc48a0-55d1-41e6-81ec-7ad30be23ec1,6011
AUBERGINE BLANCHE 5KG ESPAGNE,904981941,3,fr_bd_904981941:19bf8fe1-9ffc-40cf-a0e8-82036dd79650 | fr_bd_904981941:43242b9c-07ea-4e02-a813-58e6e4cb6b2d | fr_bd_904981941:50faea2f-9851-4428-ad72-fe2ee039063d,6011
CAROTTE 10KG BELGIQUE,904981941,3,fr_bd_904981941:19bf8fe1-9ffc-40cf-a0e8-82036dd79650 | fr_bd_904981941:43242b9c-07ea-4e02-a813-58e6e4cb6b2d | fr_bd_904981941:50faea2f-9851-4428-ad72-fe2ee039063d,6011
GINGEMBRE 10KG CHINE,904981941,3,fr_bd_904981941:144932a2-3e6d-4220-b8e0-090d02ee9803 | fr_bd_904981941:19bf8fe1-9ffc-40cf-a0e8-82036dd79650 | fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188,6011
PLANTAINS JAUNE,904981941,3,fr_bd_904981941:043d3036-5a0d-44a5-aecd-9e4d6ed89446 | fr_bd_904981941:2035d586-c086-4259-82e0-dd4edef7b86f | fr_bd_904981941:6c1eb7ca-6b45-4aa8-a33a-62bfde71e4a8,601
GINGEMBRE 13.6 KG PEROU,904981941,3,fr_bd_904981941:144932a2-3e6d-4220-b8e0-090d02ee9803 | fr_bd_904981941:19bf8fe1-9ffc-40cf-a0e8-82036dd79650 | fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188,6011
Gombo,904981941,3,fr_bd_904981941:043d3036-5a0d-44a5-aecd-9e4d6ed89446 | fr_bd_904981941:2035d586-c086-4259-82e0-dd4edef7b86f | fr_bd_904981941:6c1eb7ca-6b45-4aa8-a33a-62bfde71e4a8,601
CITRON VERT BRESIL,904981941,3,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9 | fr_bd_904981941:22b4f0b3-c66c-4577-96a3-eed683371ff5 | fr_bd_904981941:41dc48a0-55d1-41e6-81ec-7ad30be23ec1,6011
PATATE DOUCE ROUGE 10KG BRESIL,904981941,3,fr_bd_904981941:19bf8fe1-9ffc-40cf-a0e8-82036dd79650 | fr_bd_904981941:50faea2f-9851-4428-ad72-fe2ee039063d | fr_bd_904981941:6549927d-c51c-4c61-b3bb-1b8a5d06d7c7,6011
Piment,904981941,3,fr_bd_904981941:043d3036-5a0d-44a5-aecd-9e4d6ed89446 | fr_bd_904981941:2035d586-c086-4259-82e0-dd4edef7b86f | fr_bd_904981941:6c1eb7ca-6b45-4aa8-a33a-62bfde71e4a8,601
AUBERGINE VIOLETTE 5KG ESPAGNE,904981941,3,fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188 | fr_bd_904981941:5d11b004-c58d-47ef-b524-7a0c4201722a | fr_bd_904981941:6ad47a5a-4e70-48c3-b825-f9fecdeafab4,6011
CHOU BLANC 10KG BELGIQUE,904981941,3,fr_bd_904981941:43242b9c-07ea-4e02-a813-58e6e4cb6b2d | fr_bd_904981941:50faea2f-9851-4428-ad72-fe2ee039063d | fr_bd_904981941:6ad47a5a-4e70-48c3-b825-f9fecdeafab4,6011
DJAKATO 5KG ESPAGNE,904981941,3,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9 | fr_bd_904981941:5d11b004-c58d-47ef-b524-7a0c4201722a | fr_bd_904981941:6ad47a5a-4e70-48c3-b825-f9fecdeafab4,6011
PATATE DOUCE ORANGE 6KG EGYPTE,904981941,3,fr_bd_904981941:144932a2-3e6d-4220-b8e0-090d02ee9803 | fr_bd_904981941:43242b9c-07ea-4e02-a813-58e6e4cb6b2d | fr_bd_904981941:50faea2f-9851-4428-ad72-fe2ee039063d,6011
Diakhato,904981941,3,fr_bd_904981941:2035d586-c086-4259-82e0-dd4edef7b86f | fr_bd_904981941:6c1eb7ca-6b45-4aa8-a33a-62bfde71e4a8 | fr_bd_904981941:8a154748-047f-4ef4-820c-474eee8c5a07,601
ARACHIDE FRAIS 5KG TOGO,904981941,3,fr_bd_904981941:50faea2f-9851-4428-ad72-fe2ee039063d | fr_bd_904981941:5d11b004-c58d-47ef-b524-7a0c4201722a | fr_bd_904981941:6549927d-c51c-4c61-b3bb-1b8a5d06d7c7,6011
AIL VRAC 10KG CHINE,904981941,3,fr_bd_904981941:6549927d-c51c-4c61-b3bb-1b8a5d06d7c7 | fr_bd_904981941:6ad47a5a-4e70-48c3-b825-f9fecdeafab4 | fr_bd_904981941:718ef8da-95d1-46d3-8789-59f19f19aacb,6011
TOMATE,904981941,3,fr_bd_904981941:043d3036-5a0d-44a5-aecd-9e4d6ed89446 | fr_bd_904981941:2035d586-c086-4259-82e0-dd4edef7b86f | fr_bd_904981941:8a154748-047f-4ef4-820c-474eee8c5a07,601
AUBERGINE CI,904981941,3,fr_bd_904981941:043d3036-5a0d-44a5-aecd-9e4d6ed89446 | fr_bd_904981941:2035d586-c086-4259-82e0-dd4edef7b86f | fr_bd_904981941:8a154748-047f-4ef4-820c-474eee8c5a07,601
POIVRON ROUGE 5KG ESPAGNE,904981941,3,fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188 | fr_bd_904981941:5d11b004-c58d-47ef-b524-7a0c4201722a | fr_bd_904981941:7a672d23-a3c8-4417-985a-60ec8097ca1e,6011
BANANE FRUIT 19 KG FRANCE,904981941,3,fr_bd_904981941:301c5bd8-83ea-4ca9-8532-34ca103e0019 | fr_bd_904981941:6abc9d47-d269-4c22-84c4-0b27a363baeb | fr_bd_904981941:797c2583-7cfd-4d3c-be29-f72ec28a5bd2,601
Transaction CHATTOLA,904981941,1,fr_bd_904981941:4f2e4c77-5b1e-47c3-9746-7acab1db5d88,607
PLANTAIN VERT,904981941,3,fr_bd_904981941:043d3036-5a0d-44a5-aecd-9e4d6ed89446 | fr_bd_904981941:2035d586-c086-4259-82e0-dd4edef7b86f | fr_bd_904981941:8a154748-047f-4ef4-820c-474eee8c5a07,601
GOMBOAGROLULO 4KG ESPAGNE,904981941,2,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9 | fr_bd_904981941:19bf8fe1-9ffc-40cf-a0e8-82036dd79650,6011
MANIOC TUCANO COSTA RICA,904981941,3,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9 | fr_bd_904981941:19bf8fe1-9ffc-40cf-a0e8-82036dd79650 | fr_bd_904981941:50faea2f-9851-4428-ad72-fe2ee039063d,6011
POMME DE TERRE 5KG PDT FRANCE,904981941,3,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9 | fr_bd_904981941:41dc48a0-55d1-41e6-81ec-7ad30be23ec1 | fr_bd_904981941:6ad47a5a-4e70-48c3-b825-f9fecdeafab4,6011
MANIOC 18 KG TUCANO COSTA RICA,904981941,3,fr_bd_904981941:144932a2-3e6d-4220-b8e0-090d02ee9803 | fr_bd_904981941:16f6c889-100e-49d0-a0c6-ce9e3ca07365 | fr_bd_904981941:41dc48a0-55d1-41e6-81ec-7ad30be23ec1,6011
IGNAME 20kg GHANA,904981941,3,fr_bd_904981941:144932a2-3e6d-4220-b8e0-090d02ee9803 | fr_bd_904981941:19bf8fe1-9ffc-40cf-a0e8-82036dd79650 | fr_bd_904981941:6ad47a5a-4e70-48c3-b825-f9fecdeafab4,6011
AIL 20x200gr CHINE,904981941,3,fr_bd_904981941:19bf8fe1-9ffc-40cf-a0e8-82036dd79650 | fr_bd_904981941:699ace8f-8abc-4738-b9d9-2d18aa490f5f | fr_bd_904981941:6ad47a5a-4e70-48c3-b825-f9fecdeafab4,6011
AIL PELEE 10X1kg CHINE,904981941,3,fr_bd_904981941:19bf8fe1-9ffc-40cf-a0e8-82036dd79650 | fr_bd_904981941:22b4f0b3-c66c-4577-96a3-eed683371ff5 | fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188,6011
Citron vert,904981941,3,fr_bd_904981941:2035d586-c086-4259-82e0-dd4edef7b86f | fr_bd_904981941:6c1eb7ca-6b45-4aa8-a33a-62bfde71e4a8 | fr_bd_904981941:8a154748-047f-4ef4-820c-474eee8c5a07,601
IGNAME,904981941,3,fr_bd_904981941:2035d586-c086-4259-82e0-dd4edef7b86f | fr_bd_904981941:8a154748-047f-4ef4-820c-474eee8c5a07 | fr_bd_904981941:9ce6049b-a5ee-4e30-879e-6b70961e2c3a,601
MANIOC,904981941,3,fr_bd_904981941:2035d586-c086-4259-82e0-dd4edef7b86f | fr_bd_904981941:8a154748-047f-4ef4-820c-474eee8c5a07 | fr_bd_904981941:9ce6049b-a5ee-4e30-879e-6b70961e2c3a,601
TOMATE VRAC BELGIQUE,904981941,3,fr_bd_904981941:41dc48a0-55d1-41e6-81ec-7ad30be23ec1 | fr_bd_904981941:6549927d-c51c-4c61-b3bb-1b8a5d06d7c7 | fr_bd_904981941:699ace8f-8abc-4738-b9d9-2d18aa490f5f,6011
COURBINE NANKA vidée écaillée 1200g/+ vrac CO11,904981941,3,fr_bd_904981941:0e6158d6-c2fe-485a-a34c-7a16dd6a0e4c | fr_bd_904981941:70d74c6e-d2aa-4259-8605-a6a3483ee4df | fr_bd_904981941:9cf2cb2d-62b1-4077-9d2e-c546ac6f1091,6011
SEMOULE YA PEMBE HIBOU BLANCHE 5KG,904981941,3,fr_bd_904981941:14097778-cc2b-4622-ae39-fe9752e485c3 | fr_bd_904981941:5613fa69-2cde-4da4-a8ce-aa1ce7446462 | fr_bd_904981941:88d6d368-018b-4e86-a548-17bb5eed36c4,601
AVOCAT 4KG BRESIL,904981941,3,fr_bd_904981941:144932a2-3e6d-4220-b8e0-090d02ee9803 | fr_bd_904981941:19bf8fe1-9ffc-40cf-a0e8-82036dd79650 | fr_bd_904981941:6549927d-c51c-4c61-b3bb-1b8a5d06d7c7,6011
PLANTAIN 22K COLOMBIE,904981941,3,fr_bd_904981941:144932a2-3e6d-4220-b8e0-090d02ee9803 | fr_bd_904981941:6ad47a5a-4e70-48c3-b825-f9fecdeafab4 | fr_bd_904981941:718ef8da-95d1-46d3-8789-59f19f19aacb,6011
TOMATE VRAC MAROC,904981941,3,fr_bd_904981941:50faea2f-9851-4428-ad72-fe2ee039063d | fr_bd_904981941:7a672d23-a3c8-4417-985a-60ec8097ca1e | fr_bd_904981941:8de91157-feef-43a9-b367-d6de2301adea,6011
BANANE VERTE DEL MONTE GUATEMALA,904981941,3,fr_bd_904981941:6549927d-c51c-4c61-b3bb-1b8a5d06d7c7 | fr_bd_904981941:6ad47a5a-4e70-48c3-b825-f9fecdeafab4 | fr_bd_904981941:718ef8da-95d1-46d3-8789-59f19f19aacb,6011
PIMENT VERT 4KG MAROC,904981941,3,fr_bd_904981941:6abc9d47-d269-4c22-84c4-0b27a363baeb | fr_bd_904981941:797c2583-7cfd-4d3c-be29-f72ec28a5bd2 | fr_bd_904981941:ad93ff6d-eee4-4df3-ad7b-67d2fbda246b,601
Ail,904981941,3,fr_bd_904981941:6c1eb7ca-6b45-4aa8-a33a-62bfde71e4a8 | fr_bd_904981941:8a154748-047f-4ef4-820c-474eee8c5a07 | fr_bd_904981941:aa9eec95-735a-4c08-8b3d-2eabd10e619b,601
GOMBO 5KG HONDURAS,904981941,3,fr_bd_904981941:7a672d23-a3c8-4417-985a-60ec8097ca1e | fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9 | fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56,6011
riz comb perf cass +1 20.kg,904981941,1,fr_bd_904981941:a81c398d-42b2-4689-947c-19fa8394b9e2,601
POIVRON R/V,904981941,3,fr_bd_904981941:043d3036-5a0d-44a5-aecd-9e4d6ed89446 | fr_bd_904981941:2035d586-c086-4259-82e0-dd4edef7b86f | fr_bd_904981941:8a154748-047f-4ef4-820c-474eee8c5a07,601
"VIVANEAU BLANC l COLAS FILE ""rose"" E/V 3-5kg vrac x PF JF3",904981941,3,fr_bd_904981941:04ee7b65-10f0-4efe-b428-9ead0f0e3684 | fr_bd_904981941:70d74c6e-d2aa-4259-8605-a6a3483ee4df | fr_bd_904981941:97f26e53-2e74-4a2d-85d4-adcb3b6d4b28,6011
AROMES DIVERS 3 LIONS X 12 SENEGAL,904981941,3,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9 | fr_bd_904981941:50faea2f-9851-4428-ad72-fe2ee039063d | fr_bd_904981941:699ace8f-8abc-4738-b9d9-2d18aa490f5f,6011
OIGNON JAUNE 5KG HOLLANDE,904981941,3,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9 | fr_bd_904981941:41dc48a0-55d1-41e6-81ec-7ad30be23ec1 | fr_bd_904981941:6ad47a5a-4e70-48c3-b825-f9fecdeafab4,6011
OEUFS MOYENS BLANCS 10*30,904981941,3,fr_bd_904981941:07b6f1c9-6ae3-4cbb-a827-393e7cc7b221 | fr_bd_904981941:196a27d5-3636-4edc-95cb-affc54e0a20d | fr_bd_904981941:3b03b3a0-1a44-42bb-8c49-fd57fbaae021,6011
OEUFS MOYENS TEINTES (10X30),904981941,3,fr_bd_904981941:07b6f1c9-6ae3-4cbb-a827-393e7cc7b221 | fr_bd_904981941:196a27d5-3636-4edc-95cb-affc54e0a20d | fr_bd_904981941:3b03b3a0-1a44-42bb-8c49-fd57fbaae021,6011
SPRING ROLL pastry Pate a Samoussa 30 pcs/sht x 550g,904981941,2,fr_bd_904981941:0e6158d6-c2fe-485a-a34c-7a16dd6a0e4c | fr_bd_904981941:9cf2cb2d-62b1-4077-9d2e-c546ac6f1091,6011
PIMENT ANTILLAIS 3KG ESPAGNE,904981941,3,fr_bd_904981941:169b4394-4545-4cfd-a9f6-94d82d1243ee | fr_bd_904981941:88004a37-191f-4a01-9077-020bce35e8c1 | fr_bd_904981941:9a3c8c57-e613-46a3-a0c5-f4a716f4e6c9,601
Patate douce Brézil,904981941,3,fr_bd_904981941:2035d586-c086-4259-82e0-dd4edef7b86f | fr_bd_904981941:9ce6049b-a5ee-4e30-879e-6b70961e2c3a | fr_bd_904981941:bae9aebe-ca12-44a7-9c51-a3e8296c1653,601
POIVRON VERT 5KG ESPAGNE,904981941,3,fr_bd_904981941:301c5bd8-83ea-4ca9-8532-34ca103e0019 | fr_bd_904981941:ad93ff6d-eee4-4df3-ad7b-67d2fbda246b | fr_bd_904981941:bec10c33-d6c7-40a8-9155-3300f68036b3,601
Carte X8401 Tai Y,904981941,1,fr_bd_904981941:3d07f682-6efb-4ddf-9354-c2c10f458709,6061
Carburant TOTAL ENERGIES,904981941,1,fr_bd_904981941:3d07f682-6efb-4ddf-9354-c2c10f458709,6068
PIMENTANTILLAIS 3KG ESPAGNE,904981941,3,fr_bd_904981941:5d11b004-c58d-47ef-b524-7a0c4201722a | fr_bd_904981941:699ace8f-8abc-4738-b9d9-2d18aa490f5f | fr_bd_904981941:6ad47a5a-4e70-48c3-b825-f9fecdeafab4,6011
CONCOMBRE ESPAGNE,904981941,3,fr_bd_904981941:6ad47a5a-4e70-48c3-b825-f9fecdeafab4 | fr_bd_904981941:718ef8da-95d1-46d3-8789-59f19f19aacb | fr_bd_904981941:7a672d23-a3c8-4417-985a-60ec8097ca1e,6011
Chou,904981941,3,fr_bd_904981941:6c1eb7ca-6b45-4aa8-a33a-62bfde71e4a8 | fr_bd_904981941:8a154748-047f-4ef4-820c-474eee8c5a07 | fr_bd_904981941:bae9aebe-ca12-44a7-9c51-a3e8296c1653,601
OIGNON JAUNE 5KG FRANCE,904981941,3,fr_bd_904981941:797c2583-7cfd-4d3c-be29-f72ec28a5bd2 | fr_bd_904981941:89e1c930-8dcf-47a3-9585-33dd40dc9c66 | fr_bd_904981941:b85c2f97-fd75-4fe8-878b-cdd0a4e07f3f,601
CITRON JAUNE ESPAGNE,904981941,3,fr_bd_904981941:88004a37-191f-4a01-9077-020bce35e8c1 | fr_bd_904981941:8c720cd1-4a6a-436c-854b-aedba2884d6b | fr_bd_904981941:bec10c33-d6c7-40a8-9155-3300f68036b3,601
CHIPS,904981941,3,fr_bd_904981941:8a154748-047f-4ef4-820c-474eee8c5a07 | fr_bd_904981941:aa9eec95-735a-4c08-8b3d-2eabd10e619b | fr_bd_904981941:b763fd53-939e-43ab-ac4b-8e5d831ccbb1,601
DJAKATOU 10KG FRANCE,904981941,3,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9 | fr_bd_904981941:699ace8f-8abc-4738-b9d9-2d18aa490f5f | fr_bd_904981941:e63f74e8-25c9-4600-bd6f-e3f870c9ce03,6011
CHOU BLANC 10KG FRANCE,904981941,3,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9 | fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9 | fr_bd_904981941:e63f74e8-25c9-4600-bd6f-e3f870c9ce03,6011
AUBERGINE BLANCHE 5KG FRANCE,904981941,3,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9 | fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9 | fr_bd_904981941:e63f74e8-25c9-4600-bd6f-e3f870c9ce03,6011
COURBINE NANKA vidée écaillée 400-600g vrac x 5kg,904981941,3,fr_bd_904981941:0e6158d6-c2fe-485a-a34c-7a16dd6a0e4c | fr_bd_904981941:70d74c6e-d2aa-4259-8605-a6a3483ee4df | fr_bd_904981941:9cf2cb2d-62b1-4077-9d2e-c546ac6f1091,6011
FECULE POMME DE TERRE BA 5KG,904981941,2,fr_bd_904981941:14097778-cc2b-4622-ae39-fe9752e485c3 | fr_bd_904981941:c9a5fada-b769-4d2c-a190-ab9c84a08c5c,601
PONDU SAKA SAKA (50X500G) 25KG,904981941,3,fr_bd_904981941:14097778-cc2b-4622-ae39-fe9752e485c3 | fr_bd_904981941:88d6d368-018b-4e86-a548-17bb5eed36c4 | fr_bd_904981941:e1d72da3-f700-4c24-89d6-3f0c74d02891,601
Patate douce orange,904981941,3,fr_bd_904981941:2035d586-c086-4259-82e0-dd4edef7b86f | fr_bd_904981941:9ce6049b-a5ee-4e30-879e-6b70961e2c3a | fr_bd_904981941:db8de7e8-2d7a-4dc6-89c7-ff17f0fb2f65,601
AVOCAT 6KG REPUBLIQUE DOMINICAINE,904981941,3,fr_bd_904981941:22b4f0b3-c66c-4577-96a3-eed683371ff5 | fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188 | fr_bd_904981941:b4d8882d-d4ee-498b-bf08-d75fba2b538e,6011
JUMBO RAMADAN 100+15% ESPAGNE,904981941,3,fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188 | fr_bd_904981941:50faea2f-9851-4428-ad72-fe2ee039063d | fr_bd_904981941:8de91157-feef-43a9-b367-d6de2301adea,6011
COURGETTE 9KG ESPAGNE,904981941,3,fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188 | fr_bd_904981941:43242b9c-07ea-4e02-a813-58e6e4cb6b2d | fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56,6011
LAIT CONCENTRE BONNET ROUGE GRAND 24X410G ANGLETERRE,904981941,3,fr_bd_904981941:22e90edd-1d2e-4c29-9c32-d98c1942a188 | fr_bd_904981941:83f7da60-8393-406c-89c4-778442c542f9 | fr_bd_904981941:e63f74e8-25c9-4600-bd6f-e3f870c9ce03,6011
Consommation d'électricité (HT) - Période du 22/12/22 au 31/12/22,904981941,1,fr_bd_904981941:2557a039-67b2-4433-afe9-31031b7636de,6068
GINGEMBRE 13 KG PEROU,904981941,3,fr_bd_904981941:301c5bd8-83ea-4ca9-8532-34ca103e0019 | fr_bd_904981941:7d0b15fa-6322-4f2c-a079-749f647bdf72 | fr_bd_904981941:bec10c33-d6c7-40a8-9155-3300f68036b3,601
IGNAME PUNA 20KG GHANA,904981941,3,fr_bd_904981941:41dc48a0-55d1-41e6-81ec-7ad30be23ec1 | fr_bd_904981941:699ace8f-8abc-4738-b9d9-2d18aa490f5f | fr_bd_904981941:e63f74e8-25c9-4600-bd6f-e3f870c9ce03,6011
POIVRON VERT 5KG BELGIQUE,904981941,3,fr_bd_904981941:41dc48a0-55d1-41e6-81ec-7ad30be23ec1 | fr_bd_904981941:6ad47a5a-4e70-48c3-b825-f9fecdeafab4 | fr_bd_904981941:718ef8da-95d1-46d3-8789-59f19f19aacb,6011
CIVE X14 (CEBETTE) ALLEMAGNE,904981941,3,fr_bd_904981941:46d014a8-fc15-4eb9-9622-2f91248fa31a | fr_bd_904981941:72583c92-f43b-4a40-b1a3-66ae5125f520 | fr_bd_904981941:d19663e3-92c5-4a8f-a280-9a30462c231d,6061
AUBERGINE VIOLETTE 5KG HOLLANDE,904981941,3,fr_bd_904981941:46d014a8-fc15-4eb9-9622-2f91248fa31a | fr_bd_904981941:72583c92-f43b-4a40-b1a3-66ae5125f520 | fr_bd_904981941:d19663e3-92c5-4a8f-a280-9a30462c231d,6061
POIVRON VERT 5KG POLOGNE,904981941,3,fr_bd_904981941:46d014a8-fc15-4eb9-9622-2f91248fa31a | fr_bd_904981941:72583c92-f43b-4a40-b1a3-66ae5125f520 | fr_bd_904981941:d19663e3-92c5-4a8f-a280-9a30462c231d,6061
CHIPS PLANTAIN MIXTE N°1 20X85GR COLOMBIE,904981941,3,fr_bd_904981941:50faea2f-9851-4428-ad72-fe2ee039063d | fr_bd_904981941:6ad47a5a-4e70-48c3-b825-f9fecdeafab4 | fr_bd_904981941:eef36983-652f-4a82-8475-5a62d69d1dd2,6011
Abonnement d'électricité - Offre classique du 22/04/2023 au 21/06/2023,904981941,3,fr_bd_904981941:5a70c24b-c3f3-4975-aff6-976abd249737 | fr_bd_904981941:8e47684a-a4fc-4cc1-bfc1-e2408ddc023b | fr_bd_904981941:fcd7ae95-e467-4744-a25d-b4386e8db1a8,6061
Consommation d'électricité - Période du 22/02/23 au 26/03/23 - 4157 kWh,904981941,2,fr_bd_904981941:5a70c24b-c3f3-4975-aff6-976abd249737 | fr_bd_904981941:fcd7ae95-e467-4744-a25d-b4386e8db1a8,6061
CHOU BLANC 10KG PAYS-BAS,904981941,3,fr_bd_904981941:5d11b004-c58d-47ef-b524-7a0c4201722a | fr_bd_904981941:699ace8f-8abc-4738-b9d9-2d18aa490f5f | fr_bd_904981941:718ef8da-95d1-46d3-8789-59f19f19aacb,6011
PATE D'ARACHIDE PCD 12X500GR HOLLANDE,904981941,3,fr_bd_904981941:6549927d-c51c-4c61-b3bb-1b8a5d06d7c7 | fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56 | fr_bd_904981941:eef36983-652f-4a82-8475-5a62d69d1dd2,6011
ARACHIDE GRILLE 24X300G TOGO,904981941,3,fr_bd_904981941:699ace8f-8abc-4738-b9d9-2d18aa490f5f | fr_bd_904981941:718ef8da-95d1-46d3-8789-59f19f19aacb | fr_bd_904981941:e63f74e8-25c9-4600-bd6f-e3f870c9ce03,6011
Carottes,904981941,3,fr_bd_904981941:6c1eb7ca-6b45-4aa8-a33a-62bfde71e4a8 | fr_bd_904981941:9ce6049b-a5ee-4e30-879e-6b70961e2c3a | fr_bd_904981941:db8de7e8-2d7a-4dc6-89c7-ff17f0fb2f65,601
COLA MELANGE COTE D IVOIRE,904981941,3,fr_bd_904981941:718ef8da-95d1-46d3-8789-59f19f19aacb | fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56 | fr_bd_904981941:eef36983-652f-4a82-8475-5a62d69d1dd2,6011
PETIT COLA COTE D IVOIRE,904981941,3,fr_bd_904981941:718ef8da-95d1-46d3-8789-59f19f19aacb | fr_bd_904981941:8de91157-feef-43a9-b367-d6de2301adea | fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56,6011
GOMBO AGROLULO 4KG ESPAGNE,904981941,3,fr_bd_904981941:797c2583-7cfd-4d3c-be29-f72ec28a5bd2 | fr_bd_904981941:9a3c8c57-e613-46a3-a0c5-f4a716f4e6c9 | fr_bd_904981941:ae311324-9a1f-442d-9585-6d5bda5847c4,601
CIVE X14 (CEBETTE) EGYPTE,904981941,3,fr_bd_904981941:7a672d23-a3c8-4417-985a-60ec8097ca1e | fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56 | fr_bd_904981941:b4d8882d-d4ee-498b-bf08-d75fba2b538e,6011
HUILE DE TOURNESOL 3X5L UKRAINE,904981941,1,fr_bd_904981941:c8a091fe-f8f4-41d2-b92b-67e5b489e8e0,60120000
SPRING ROLL pastry Pate a Samoussa 30 pcs/sht x 550g SPRING HOME DS27,904981941,1,fr_bd_904981941:f4d465a0-19fc-4bc8-b853-0579d255709d,601
MEROU WGS 3-5kg M vrac x PF INDE/INDO G11 G6 G8,904981941,2,fr_bd_904981941:04ee7b65-10f0-4efe-b428-9ead0f0e3684 | fr_bd_904981941:97f26e53-2e74-4a2d-85d4-adcb3b6d4b28,6011
TABLETTE MAGGI CHICKEN POULET 24X60X10G COTE D IVOIRE,904981941,2,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9 | fr_bd_904981941:7a672d23-a3c8-4417-985a-60ec8097ca1e,6011
VITAMALT GINGEMBRE 24X33CL DANEMARK,904981941,2,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9 | fr_bd_904981941:95327e11-a050-4608-a71e-a0184a027e56,6011
POIS D'ANGOLE CONGELE PRODI PEROU,904981941,2,fr_bd_904981941:0591e558-221c-459b-8c9b-4474255ec9c9 | fr_bd_904981941:e63f74e8-25c9-4600-bd6f-e3f870c9ce03,6011
"VIVANEAU BLANC / COLAS FILE ""rose"" E/V 3-5kg vrac X PF JF3 950 10 25KG_YEMEN_21/3 DLUO30/04/25 Zone de péche : OCEAN INDIEN FAO 51",904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
NEMS CREVETTE/POULET 50 pcs/scht x 2kg HALAL FOO SENG 6SCHT_FRANCE_48/8 31/03/25,904981941,1,fr_bd_904981941:095bd13b-ff2a-4349-9048-ff5f0dcc9dcc,607
COURBINE NANKA vidée écaillée 200-400g vrac x 5kg,904981941,2,fr_bd_904981941:0e6158d6-c2fe-485a-a34c-7a16dd6a0e4c | fr_bd_904981941:9cf2cb2d-62b1-4077-9d2e-c546ac6f1091,6011
NEMS de POULET 50 pcs/scht x 2kg -HALAL FOO,904981941,2,fr_bd_904981941:0e6158d6-c2fe-485a-a34c-7a16dd6a0e4c | fr_bd_904981941:9cf2cb2d-62b1-4077-9d2e-c546ac6f1091,6011
POIS ANGOLE entier x 400g PP1 MADOUDOU CARAIBES,904981941,2,fr_bd_904981941:0e6158d6-c2fe-485a-a34c-7a16dd6a0e4c | fr_bd_904981941:9cf2cb2d-62b1-4077-9d2e-c546ac6f1091,6011
SEMOULE JAUNE MOYEN 5KG (LEG),904981941,2,fr_bd_904981941:14097778-cc2b-4622-ae39-fe9752e485c3 | fr_bd_904981941:c9a5fada-b769-4d2c-a190-ab9c84a08c5c,601
SEMOULE JAUNE FINE 5KG (LEG),904981941,2,fr_bd_904981941:14097778-cc2b-4622-ae39-fe9752e485c3 | fr_bd_904981941:c9a5fada-b769-4d2c-a190-ab9c84a08c5c,601
"VIVANEAU BLANC / COLAS FILE ""rose"" E/V 5-10kg vrac, DLUO 30/04/25, Zone de péche OCEAN INDIEN FAO 51",904981941,1,fr_bd_904981941:17d0961b-bc0a-4c6d-a697-b6cb1bd9851e,6013
Consommation d'électricité (HT) - Période du 22/12/23 au 31/01/24,904981941,1,fr_bd_904981941:19b4a842-8d0e-4252-a71a-f166a0eb7233,6061
